14, 14107, 53, 1266, 4
14, 14107, 89, 1202, 2
86, 49855703, 92, 49855703, 86
86, 49855703, 75, 49855703, 78
86, 49855703, 82, 49855703, 75
86, 49855703, 80, 49855703, 80
86, 49855703, 68, 49855703, 83
86, 49855703, 37, 49855555, 54
86, 49855703, 22, 23393369, 54
86, 49855703, 13, 37087897, 10
86, 49855703, 1, 89981, 15
86, 49855703, 8, 81828, 1
86, 49855703, 8, 176, 29
86, 49855703, 2, 101, 9
86, 49855703, 3, 101, 40
86, 49855703, 5, 173, 20
86, 49855703, 11, 167, 11
86, 49855703, 25, 167, 25
86, 49855703, 53, 1266, 44
92, 49855703, 75, 49855703, 78
92, 49855703, 82, 49855703, 81
92, 49855703, 80, 49855703, 80
92, 49855703, 68, 49855703, 84
92, 49855703, 37, 49855555, 55
92, 49855703, 22, 23393369, 54
92, 49855703, 13, 37087897, 10
92, 49855703, 1, 89981, 13
92, 49855703, 8, 81828, 5
92, 49855703, 8, 176, 30
92, 49855703, 2, 101, 9
92, 49855703, 3, 101, 39
92, 49855703, 5, 173, 20
92, 49855703, 11, 167, 11
92, 49855703, 25, 167, 25
92, 49855703, 53, 1266, 45
32, 248525, 1, 17099411, 1
32, 248525, 30, 11086, 3
32, 248525, 27, 146, 1
32, 248525, 7, 101, 5
32, 248525, 4, 101, 13
32, 248525, 2, 101, 366
32, 248525, 3, 101, 214
32, 248525, 5, 173, 548
32, 248525, 11, 167, 436
32, 248525, 25, 167, 580
32, 248525, 53, 1266, 43
32, 248525, 89, 1202, 1
20, 9823427, 19, 20729915, 8
20, 9823427, 1, 3226531, 2
20, 9823427, 1, 24165040, 5
20, 9823427, 1, 2090997, 1
20, 9823427, 8, 81828, 5
20, 9823427, 1, 26623979, 1
20, 9823427, 6, 13401237, 7
20, 9823427, 1, 95036, 1
20, 9823427, 4, 101, 5
20, 9823427, 17, 60024, 57
20, 9823427, 2, 101, 201
20, 9823427, 169, 11459, 1
20, 9823427, 6, 284, 455
20, 9823427, 175, 260453, 121
20, 9823427, 3, 101, 699
20, 9823427, 5, 173, 8
20, 9823427, 15, 690, 808
20, 9823427, 140, 180407, 264
20, 9823427, 120, 11459, 1
20, 9823427, 38, 1202, 53
20, 9823427, 11, 167, 6
20, 9823427, 25, 167, 71
20, 9823427, 53, 1266, 1
20, 9823427, 89, 1202, 481
75, 49855703, 82, 49855703, 67
75, 49855703, 80, 49855703, 78
75, 49855703, 68, 49855703, 75
75, 49855703, 37, 49855555, 52
75, 49855703, 22, 23393369, 51
75, 49855703, 13, 37087897, 10
75, 49855703, 1, 89981, 12
75, 49855703, 8, 176, 57
75, 49855703, 2, 101, 6
75, 49855703, 3, 101, 36
75, 49855703, 5, 173, 19
75, 49855703, 11, 167, 11
75, 49855703, 25, 167, 23
75, 49855703, 53, 1266, 36
82, 49855703, 80, 49855703, 69
82, 49855703, 68, 49855703, 78
82, 49855703, 37, 49855555, 46
82, 49855703, 22, 23393369, 43
82, 49855703, 13, 37087897, 10
82, 49855703, 1, 89981, 15
82, 49855703, 8, 81828, 5
82, 49855703, 8, 176, 25
82, 49855703, 2, 101, 9
82, 49855703, 3, 101, 42
82, 49855703, 5, 173, 17
82, 49855703, 11, 167, 12
82, 49855703, 25, 167, 25
82, 49855703, 53, 1266, 48
80, 49855703, 68, 49855703, 77
80, 49855703, 37, 49855555, 54
80, 49855703, 22, 23393369, 53
80, 49855703, 13, 37087897, 10
80, 49855703, 9, 14669231, 1
80, 49855703, 1, 89981, 13
80, 49855703, 1, 24165040, 1
80, 49855703, 1, 2392146, 2
80, 49855703, 8, 81828, 46
80, 49855703, 1, 95036, 1
80, 49855703, 1, 63141, 3
80, 49855703, 30, 11086, 1
80, 49855703, 20, 123, 1
80, 49855703, 13, 101, 7
80, 49855703, 7, 101, 503
80, 49855703, 4, 101, 121
80, 49855703, 8, 176, 23
80, 49855703, 2, 101, 255
80, 49855703, 169, 11459, 1
80, 49855703, 3, 101, 321
80, 49855703, 5, 173, 44
80, 49855703, 15, 690, 2
80, 49855703, 11, 167, 132
80, 49855703, 25, 167, 87
80, 49855703, 53, 1266, 40
80, 49855703, 89, 1202, 2
68, 49855703, 37, 49855555, 55
68, 49855703, 22, 23393369, 56
68, 49855703, 13, 37087897, 36
68, 49855703, 1, 89981, 55
68, 49855703, 8, 81828, 1
68, 49855703, 1, 20022908, 1
68, 49855703, 8, 176, 51
68, 49855703, 2, 101, 10
68, 49855703, 3, 101, 45
68, 49855703, 5, 173, 17
68, 49855703, 11, 167, 11
68, 49855703, 25, 167, 25
68, 49855703, 53, 1266, 51
18, 33493695, 19, 20729915, 1
18, 33493695, 1, 24165040, 1
18, 33493695, 1, 2090997, 1
18, 33493695, 1, 26623979, 1
18, 33493695, 1, 826179, 2
18, 33493695, 16, 1284, 49
18, 33493695, 4, 101, 3
18, 33493695, 17, 60024, 15
18, 33493695, 2, 101, 234
18, 33493695, 6, 284, 267
18, 33493695, 175, 260453, 47
18, 33493695, 3, 101, 518
18, 33493695, 5, 173, 11
18, 33493695, 15, 690, 652
18, 33493695, 140, 180407, 104
18, 33493695, 120, 11459, 1
18, 33493695, 38, 1202, 113
18, 33493695, 11, 167, 9
18, 33493695, 25, 167, 2
18, 33493695, 53, 1266, 2
18, 33493695, 89, 1202, 330
37, 49855555, 22, 23393369, 86
37, 49855555, 13, 37087897, 10
37, 49855555, 9, 14669231, 19
37, 49855555, 1, 89981, 14
37, 49855555, 1, 3226531, 1
37, 49855555, 1, 24165040, 3
37, 49855555, 1, 2090997, 1
37, 49855555, 1, 21698978, 7
37, 49855555, 1, 1691093, 1
37, 49855555, 8, 81828, 1
37, 49855555, 6, 13401237, 2
37, 49855555, 1, 95036, 2
37, 49855555, 1, 63141, 3
37, 49855555, 1, 826179, 3
37, 49855555, 20, 123, 166
37, 49855555, 27, 146, 11
37, 49855555, 13, 101, 164
37, 49855555, 7, 101, 254
37, 49855555, 4, 101, 275
37, 49855555, 29, 735, 1
37, 49855555, 21, 1374, 1
37, 49855555, 71, 102807, 1
37, 49855555, 65, 4182, 1
37, 49855555, 8, 176, 54
37, 49855555, 2, 101, 447
37, 49855555, 6, 284, 191
37, 49855555, 175, 260453, 1
37, 49855555, 3, 101, 524
37, 49855555, 5, 173, 317
37, 49855555, 15, 690, 90
37, 49855555, 140, 180407, 6
37, 49855555, 120, 11459, 5
37, 49855555, 38, 1202, 145
37, 49855555, 11, 167, 136
37, 49855555, 25, 167, 165
37, 49855555, 53, 1266, 62
37, 49855555, 89, 1202, 128
19, 20729915, 22, 23393369, 5
19, 20729915, 13, 37087897, 21
19, 20729915, 9, 14669231, 15
19, 20729915, 1, 10732131, 17
19, 20729915, 1, 89981, 17
19, 20729915, 1, 17099411, 32
19, 20729915, 1, 62769168, 1
19, 20729915, 1, 2090997, 2
19, 20729915, 1, 218827, 4
19, 20729915, 1, 60311, 3
19, 20729915, 8, 81828, 1
19, 20729915, 6, 13401237, 18
19, 20729915, 1, 95036, 1
19, 20729915, 1, 63141, 2
19, 20729915, 1, 826179, 1
19, 20729915, 35, 1750, 21
19, 20729915, 16, 1284, 14
19, 20729915, 27, 146, 1
19, 20729915, 12, 131002, 1
19, 20729915, 13, 101, 4
19, 20729915, 7, 101, 7
19, 20729915, 54, 1563, 1
19, 20729915, 4, 101, 118
19, 20729915, 29, 735, 1
19, 20729915, 21, 1374, 25
19, 20729915, 40, 38645, 1
19, 20729915, 71, 102807, 25
19, 20729915, 65, 4182, 1
19, 20729915, 17, 60024, 6
19, 20729915, 8, 176, 21
19, 20729915, 2, 101, 367
19, 20729915, 169, 11459, 1
19, 20729915, 6, 284, 293
19, 20729915, 175, 260453, 10
19, 20729915, 234, 262712, 1
19, 20729915, 3, 101, 614
19, 20729915, 5, 173, 263
19, 20729915, 15, 690, 451
19, 20729915, 140, 180407, 28
19, 20729915, 120, 11459, 12
19, 20729915, 38, 1202, 93
19, 20729915, 11, 167, 346
19, 20729915, 25, 167, 265
19, 20729915, 53, 1266, 116
19, 20729915, 89, 1202, 273
22, 23393369, 19, 18535467, 48
22, 23393369, 13, 37087897, 10
22, 23393369, 1, 10732131, 9
22, 23393369, 1, 89981, 12
22, 23393369, 1, 62769168, 1
22, 23393369, 1, 24165040, 1
22, 23393369, 1, 2090997, 7
22, 23393369, 1, 21698978, 2
22, 23393369, 1, 218827, 2
22, 23393369, 1, 60311, 48
22, 23393369, 8, 81828, 2
22, 23393369, 16, 1284, 3
22, 23393369, 20, 123, 38
22, 23393369, 27, 146, 3
22, 23393369, 12, 131002, 2
22, 23393369, 13, 101, 135
22, 23393369, 7, 101, 138
22, 23393369, 4, 101, 192
22, 23393369, 29, 735, 1
22, 23393369, 21, 1374, 45
22, 23393369, 40, 38645, 3
22, 23393369, 71, 102807, 5
22, 23393369, 17, 60024, 17
22, 23393369, 8, 176, 55
22, 23393369, 2, 101, 565
22, 23393369, 169, 11459, 2
22, 23393369, 6, 284, 632
22, 23393369, 175, 260453, 10
22, 23393369, 234, 262712, 4
22, 23393369, 3, 101, 966
22, 23393369, 5, 173, 210
22, 23393369, 15, 690, 442
22, 23393369, 140, 180407, 30
22, 23393369, 120, 11459, 9
22, 23393369, 38, 1202, 249
22, 23393369, 11, 167, 307
22, 23393369, 25, 167, 216
22, 23393369, 53, 1266, 108
22, 23393369, 89, 1202, 170
19, 18535467, 13, 37087897, 37
19, 18535467, 9, 14669231, 28
19, 18535467, 1, 10732131, 8
19, 18535467, 1, 89981, 11
19, 18535467, 1, 3226531, 1
19, 18535467, 1, 2090997, 1
19, 18535467, 1, 21698978, 1
19, 18535467, 1, 1691093, 2
19, 18535467, 1, 60311, 11
19, 18535467, 1, 2392146, 8
19, 18535467, 8, 81828, 1
19, 18535467, 1, 26623979, 22
19, 18535467, 1, 826179, 3
19, 18535467, 16, 1284, 13
19, 18535467, 20, 123, 1
19, 18535467, 12, 131002, 44
19, 18535467, 13, 101, 43
19, 18535467, 7, 101, 113
19, 18535467, 4, 101, 120
19, 18535467, 17, 60024, 27
19, 18535467, 8, 176, 75
19, 18535467, 2, 101, 621
19, 18535467, 169, 11459, 2
19, 18535467, 6, 284, 620
19, 18535467, 175, 260453, 4
19, 18535467, 234, 262712, 1
19, 18535467, 3, 101, 837
19, 18535467, 5, 173, 376
19, 18535467, 15, 690, 387
19, 18535467, 140, 180407, 17
19, 18535467, 120, 11459, 22
19, 18535467, 38, 1202, 317
19, 18535467, 11, 167, 267
19, 18535467, 25, 167, 144
19, 18535467, 53, 1266, 120
19, 18535467, 89, 1202, 193
13, 37087897, 9, 14669231, 68
13, 37087897, 1, 10732131, 23
13, 37087897, 1, 89981, 44
13, 37087897, 1, 2090997, 2
13, 37087897, 1, 21698978, 7
13, 37087897, 1, 1691093, 26
13, 37087897, 1, 60311, 21
13, 37087897, 1, 2392146, 8
13, 37087897, 8, 81828, 1
13, 37087897, 6, 13401237, 3
13, 37087897, 1, 95036, 9
13, 37087897, 1, 20022908, 4
13, 37087897, 1, 63141, 9
13, 37087897, 1, 826179, 16
13, 37087897, 30, 11086, 1
13, 37087897, 35, 1750, 1
13, 37087897, 16, 1284, 16
13, 37087897, 20, 123, 70
13, 37087897, 12, 131002, 15
13, 37087897, 13, 101, 72
13, 37087897, 7, 101, 418
13, 37087897, 4, 101, 234
13, 37087897, 304, 1850520, 3
13, 37087897, 29, 735, 4
13, 37087897, 21, 1374, 13
13, 37087897, 40, 38645, 2
13, 37087897, 71, 102807, 2
13, 37087897, 17, 60024, 39
13, 37087897, 8, 176, 159
13, 37087897, 2, 101, 802
13, 37087897, 169, 11459, 9
13, 37087897, 6, 284, 479
13, 37087897, 175, 260453, 13
13, 37087897, 234, 262712, 15
13, 37087897, 3, 101, 1281
13, 37087897, 5, 173, 610
13, 37087897, 15, 690, 297
13, 37087897, 140, 180407, 27
13, 37087897, 120, 11459, 94
13, 37087897, 38, 1202, 187
13, 37087897, 11, 167, 497
13, 37087897, 25, 167, 301
13, 37087897, 53, 1266, 199
13, 37087897, 89, 1202, 217
9, 14669231, 1, 10732131, 26
9, 14669231, 1, 89981, 11
9, 14669231, 1, 17099411, 3
9, 14669231, 1, 3226531, 1
9, 14669231, 1, 24165040, 1
9, 14669231, 1, 2090997, 2
9, 14669231, 1, 21698978, 4
9, 14669231, 1, 218827, 8
9, 14669231, 1, 1691093, 3
9, 14669231, 1, 60311, 8
9, 14669231, 1, 2392146, 18
9, 14669231, 6, 13401237, 16
9, 14669231, 1, 20022908, 3
9, 14669231, 1, 63141, 12
9, 14669231, 1, 826179, 14
9, 14669231, 34, 87642, 1
9, 14669231, 9, 164816, 23
9, 14669231, 16, 1284, 13
9, 14669231, 20, 123, 16
9, 14669231, 27, 146, 7
9, 14669231, 12, 131002, 7
9, 14669231, 13, 101, 96
9, 14669231, 7, 101, 286
9, 14669231, 54, 1563, 1
9, 14669231, 4, 101, 283
9, 14669231, 304, 1850520, 1
9, 14669231, 29, 735, 6
9, 14669231, 21, 1374, 27
9, 14669231, 40, 38645, 4
9, 14669231, 71, 102807, 1
9, 14669231, 65, 4182, 7
9, 14669231, 17, 60024, 56
9, 14669231, 8, 176, 252
9, 14669231, 2, 101, 1051
9, 14669231, 169, 11459, 16
9, 14669231, 6, 284, 399
9, 14669231, 175, 260453, 8
9, 14669231, 234, 262712, 9
9, 14669231, 3, 101, 1539
9, 14669231, 5, 173, 911
9, 14669231, 15, 690, 230
9, 14669231, 140, 180407, 35
9, 14669231, 120, 11459, 62
9, 14669231, 38, 1202, 156
9, 14669231, 11, 167, 684
9, 14669231, 25, 167, 433
9, 14669231, 53, 1266, 297
9, 14669231, 89, 1202, 238
1, 10732131, 1, 89981, 18
1, 10732131, 1, 17099411, 3
1, 10732131, 1, 62769168, 3
1, 10732131, 1, 2090997, 2
1, 10732131, 1, 21698978, 5
1, 10732131, 1, 218827, 5
1, 10732131, 1, 1691093, 9
1, 10732131, 1, 60311, 12
1, 10732131, 1, 2392146, 20
1, 10732131, 8, 81828, 5
1, 10732131, 1, 26623979, 1
1, 10732131, 6, 13401237, 6
1, 10732131, 1, 95036, 8
1, 10732131, 1, 20022908, 1
1, 10732131, 1, 63141, 6
1, 10732131, 1, 826179, 23
1, 10732131, 30, 11086, 1
1, 10732131, 41, 1905, 1
1, 10732131, 16, 1284, 7
1, 10732131, 20, 123, 25
1, 10732131, 27, 146, 9
1, 10732131, 12, 131002, 17
1, 10732131, 13, 101, 64
1, 10732131, 7, 101, 250
1, 10732131, 54, 1563, 3
1, 10732131, 4, 101, 404
1, 10732131, 304, 1850520, 3
1, 10732131, 29, 735, 17
1, 10732131, 21, 1374, 39
1, 10732131, 40, 38645, 9
1, 10732131, 71, 102807, 8
1, 10732131, 65, 4182, 23
1, 10732131, 17, 60024, 61
1, 10732131, 8, 176, 351
1, 10732131, 2, 101, 963
1, 10732131, 169, 11459, 30
1, 10732131, 6, 284, 687
1, 10732131, 175, 260453, 26
1, 10732131, 234, 262712, 19
1, 10732131, 3, 101, 1923
1, 10732131, 5, 173, 921
1, 10732131, 15, 690, 441
1, 10732131, 140, 180407, 110
1, 10732131, 120, 11459, 106
1, 10732131, 38, 1202, 359
1, 10732131, 11, 167, 725
1, 10732131, 25, 167, 570
1, 10732131, 53, 1266, 393
1, 10732131, 89, 1202, 410
1, 89981, 1, 62769168, 1
1, 89981, 1, 3226531, 2
1, 89981, 1, 24165040, 5
1, 89981, 1, 2090997, 1
1, 89981, 1, 21698978, 2
1, 89981, 1, 1691093, 4
1, 89981, 1, 60311, 17
1, 89981, 1, 2392146, 5
1, 89981, 8, 81828, 5
1, 89981, 1, 26623979, 1
1, 89981, 6, 13401237, 1
1, 89981, 1, 95036, 14
1, 89981, 1, 63141, 2
1, 89981, 1, 826179, 11
1, 89981, 58, 2035500, 1
1, 89981, 9, 164816, 13
1, 89981, 30, 11086, 1
1, 89981, 35, 1750, 1
1, 89981, 16, 1284, 12
1, 89981, 20, 123, 25
1, 89981, 48, 6608327, 3
1, 89981, 27, 146, 23
1, 89981, 12, 131002, 18
1, 89981, 13, 101, 96
1, 89981, 7, 101, 225
1, 89981, 54, 1563, 4
1, 89981, 4, 101, 298
1, 89981, 304, 1850520, 2
1, 89981, 29, 735, 41
1, 89981, 21, 1374, 96
1, 89981, 40, 38645, 23
1, 89981, 71, 102807, 8
1, 89981, 65, 4182, 29
1, 89981, 17, 60024, 126
1, 89981, 8, 176, 309
1, 89981, 2, 101, 1040
1, 89981, 169, 11459, 22
1, 89981, 6, 284, 1103
1, 89981, 175, 260453, 56
1, 89981, 234, 262712, 19
1, 89981, 3, 101, 2620
1, 89981, 5, 173, 969
1, 89981, 15, 690, 866
1, 89981, 140, 180407, 159
1, 89981, 120, 11459, 131
1, 89981, 38, 1202, 564
1, 89981, 11, 167, 844
1, 89981, 25, 167, 654
1, 89981, 53, 1266, 518
1, 89981, 89, 1202, 640
1, 17099411, 1, 3226531, 4
1, 17099411, 1, 2090997, 1
1, 17099411, 1, 218827, 1
1, 17099411, 1, 60311, 4
1, 17099411, 1, 2392146, 1
1, 17099411, 1, 26623979, 6
1, 17099411, 6, 13401237, 3
1, 17099411, 58, 2035500, 3
1, 17099411, 34, 87642, 2
1, 17099411, 9, 164816, 75
1, 17099411, 55, 643725, 6
1, 17099411, 30, 11086, 1
1, 17099411, 41, 1905, 1
1, 17099411, 35, 1750, 8
1, 17099411, 33, 1467, 17
1, 17099411, 16, 1284, 64
1, 17099411, 20, 123, 60
1, 17099411, 48, 6608327, 1
1, 17099411, 27, 146, 42
1, 17099411, 12, 131002, 73
1, 17099411, 13, 101, 253
1, 17099411, 7, 101, 577
1, 17099411, 54, 1563, 39
1, 17099411, 4, 101, 625
1, 17099411, 304, 1850520, 9
1, 17099411, 29, 735, 189
1, 17099411, 21, 1374, 380
1, 17099411, 40, 38645, 143
1, 17099411, 71, 102807, 22
1, 17099411, 65, 4182, 115
1, 17099411, 17, 60024, 456
1, 17099411, 8, 176, 640
1, 17099411, 2, 101, 1048
1, 17099411, 169, 11459, 69
1, 17099411, 6, 284, 3477
1, 17099411, 175, 260453, 170
1, 17099411, 234, 262712, 60
1, 17099411, 3, 101, 6432
1, 17099411, 5, 173, 1973
1, 17099411, 15, 690, 2999
1, 17099411, 140, 180407, 486
1, 17099411, 120, 11459, 369
1, 17099411, 38, 1202, 1846
1, 17099411, 11, 167, 2329
1, 17099411, 25, 167, 1656
1, 17099411, 53, 1266, 1379
1, 17099411, 89, 1202, 1932
1, 62769168, 1, 24165040, 6
1, 62769168, 1, 60311, 4
1, 62769168, 1, 26623979, 1
1, 62769168, 58, 2035500, 4
1, 62769168, 9, 164816, 109
1, 62769168, 55, 643725, 3
1, 62769168, 30, 11086, 2
1, 62769168, 41, 1905, 2
1, 62769168, 35, 1750, 6
1, 62769168, 33, 1467, 18
1, 62769168, 16, 1284, 35
1, 62769168, 20, 123, 46
1, 62769168, 48, 6608327, 4
1, 62769168, 27, 146, 55
1, 62769168, 12, 131002, 68
1, 62769168, 13, 101, 201
1, 62769168, 7, 101, 487
1, 62769168, 54, 1563, 46
1, 62769168, 4, 101, 661
1, 62769168, 304, 1850520, 9
1, 62769168, 29, 735, 268
1, 62769168, 21, 1374, 423
1, 62769168, 40, 38645, 91
1, 62769168, 71, 102807, 35
1, 62769168, 65, 4182, 160
1, 62769168, 17, 60024, 473
1, 62769168, 8, 176, 770
1, 62769168, 2, 101, 987
1, 62769168, 169, 11459, 53
1, 62769168, 6, 284, 3689
1, 62769168, 175, 260453, 189
1, 62769168, 234, 262712, 50
1, 62769168, 3, 101, 6901
1, 62769168, 5, 173, 2465
1, 62769168, 15, 690, 3150
1, 62769168, 140, 180407, 551
1, 62769168, 120, 11459, 370
1, 62769168, 38, 1202, 2003
1, 62769168, 11, 167, 2830
1, 62769168, 25, 167, 2122
1, 62769168, 53, 1266, 1641
1, 62769168, 89, 1202, 2122
1, 3226531, 1, 2392146, 1
1, 3226531, 6, 13401237, 3
1, 3226531, 1, 95036, 1
1, 3226531, 1, 826179, 1
1, 3226531, 58, 2035500, 1
1, 3226531, 34, 87642, 1
1, 3226531, 9, 164816, 54
1, 3226531, 55, 643725, 6
1, 3226531, 30, 11086, 2
1, 3226531, 41, 1905, 6
1, 3226531, 35, 1750, 9
1, 3226531, 33, 1467, 8
1, 3226531, 16, 1284, 50
1, 3226531, 20, 123, 63
1, 3226531, 48, 6608327, 8
1, 3226531, 27, 146, 46
1, 3226531, 12, 131002, 61
1, 3226531, 13, 101, 343
1, 3226531, 7, 101, 766
1, 3226531, 54, 1563, 26
1, 3226531, 4, 101, 637
1, 3226531, 304, 1850520, 14
1, 3226531, 29, 735, 136
1, 3226531, 21, 1374, 269
1, 3226531, 40, 38645, 51
1, 3226531, 71, 102807, 23
1, 3226531, 65, 4182, 88
1, 3226531, 17, 60024, 344
1, 3226531, 8, 176, 670
1, 3226531, 2, 101, 1129
1, 3226531, 169, 11459, 63
1, 3226531, 6, 284, 2937
1, 3226531, 175, 260453, 181
1, 3226531, 234, 262712, 62
1, 3226531, 3, 101, 6242
1, 3226531, 5, 173, 2040
1, 3226531, 15, 690, 2669
1, 3226531, 140, 180407, 485
1, 3226531, 120, 11459, 315
1, 3226531, 38, 1202, 1730
1, 3226531, 11, 167, 2223
1, 3226531, 25, 167, 1702
1, 3226531, 53, 1266, 1351
1, 3226531, 89, 1202, 1802
1, 24165040, 1, 60311, 1
1, 24165040, 1, 2392146, 7
1, 24165040, 1, 63141, 2
1, 24165040, 58, 2035500, 1
1, 24165040, 34, 87642, 4
1, 24165040, 9, 164816, 26
1, 24165040, 55, 643725, 1
1, 24165040, 41, 1905, 11
1, 24165040, 35, 1750, 6
1, 24165040, 33, 1467, 28
1, 24165040, 16, 1284, 75
1, 24165040, 20, 123, 91
1, 24165040, 48, 6608327, 5
1, 24165040, 27, 146, 68
1, 24165040, 12, 131002, 56
1, 24165040, 13, 101, 392
1, 24165040, 7, 101, 942
1, 24165040, 54, 1563, 43
1, 24165040, 4, 101, 866
1, 24165040, 304, 1850520, 16
1, 24165040, 29, 735, 252
1, 24165040, 21, 1374, 433
1, 24165040, 40, 38645, 87
1, 24165040, 71, 102807, 51
1, 24165040, 65, 4182, 157
1, 24165040, 17, 60024, 445
1, 24165040, 8, 176, 643
1, 24165040, 2, 101, 1061
1, 24165040, 169, 11459, 56
1, 24165040, 6, 284, 3154
1, 24165040, 175, 260453, 110
1, 24165040, 234, 262712, 87
1, 24165040, 3, 101, 6715
1, 24165040, 5, 173, 2263
1, 24165040, 15, 690, 2556
1, 24165040, 140, 180407, 401
1, 24165040, 120, 11459, 391
1, 24165040, 38, 1202, 1577
1, 24165040, 11, 167, 2905
1, 24165040, 25, 167, 1946
1, 24165040, 53, 1266, 1692
1, 24165040, 89, 1202, 1690
1, 2090997, 1, 218827, 1
1, 2090997, 1, 60311, 8
1, 2090997, 1, 2392146, 1
1, 2090997, 8, 81828, 1
1, 2090997, 1, 26623979, 4
1, 2090997, 6, 13401237, 1
1, 2090997, 1, 95036, 1
1, 2090997, 1, 63141, 2
1, 2090997, 1, 826179, 2
1, 2090997, 58, 2035500, 5
1, 2090997, 34, 87642, 2
1, 2090997, 9, 164816, 46
1, 2090997, 55, 643725, 2
1, 2090997, 30, 11086, 3
1, 2090997, 41, 1905, 2
1, 2090997, 35, 1750, 5
1, 2090997, 33, 1467, 6
1, 2090997, 16, 1284, 54
1, 2090997, 20, 123, 62
1, 2090997, 48, 6608327, 3
1, 2090997, 27, 146, 56
1, 2090997, 12, 131002, 39
1, 2090997, 13, 101, 300
1, 2090997, 7, 101, 688
1, 2090997, 54, 1563, 35
1, 2090997, 4, 101, 671
1, 2090997, 304, 1850520, 3
1, 2090997, 29, 735, 181
1, 2090997, 21, 1374, 270
1, 2090997, 40, 38645, 62
1, 2090997, 71, 102807, 24
1, 2090997, 65, 4182, 85
1, 2090997, 17, 60024, 324
1, 2090997, 8, 176, 679
1, 2090997, 2, 101, 1200
1, 2090997, 169, 11459, 38
1, 2090997, 6, 284, 2532
1, 2090997, 175, 260453, 139
1, 2090997, 234, 262712, 50
1, 2090997, 3, 101, 5838
1, 2090997, 5, 173, 2018
1, 2090997, 15, 690, 2169
1, 2090997, 140, 180407, 451
1, 2090997, 120, 11459, 279
1, 2090997, 38, 1202, 1468
1, 2090997, 11, 167, 2262
1, 2090997, 25, 167, 1690
1, 2090997, 53, 1266, 1340
1, 2090997, 89, 1202, 1594
1, 21698978, 1, 60311, 2
1, 21698978, 1, 2392146, 5
1, 21698978, 1, 95036, 1
1, 21698978, 1, 20022908, 3
1, 21698978, 34, 87642, 5
1, 21698978, 9, 164816, 31
1, 21698978, 55, 643725, 3
1, 21698978, 30, 11086, 11
1, 21698978, 41, 1905, 3
1, 21698978, 35, 1750, 15
1, 21698978, 33, 1467, 28
1, 21698978, 16, 1284, 106
1, 21698978, 20, 123, 125
1, 21698978, 48, 6608327, 3
1, 21698978, 27, 146, 68
1, 21698978, 12, 131002, 76
1, 21698978, 13, 101, 496
1, 21698978, 7, 101, 1231
1, 21698978, 54, 1563, 64
1, 21698978, 4, 101, 1205
1, 21698978, 304, 1850520, 6
1, 21698978, 29, 735, 322
1, 21698978, 21, 1374, 436
1, 21698978, 40, 38645, 100
1, 21698978, 71, 102807, 36
1, 21698978, 65, 4182, 175
1, 21698978, 17, 60024, 345
1, 21698978, 8, 176, 574
1, 21698978, 2, 101, 1184
1, 21698978, 169, 11459, 40
1, 21698978, 6, 284, 2540
1, 21698978, 175, 260453, 79
1, 21698978, 234, 262712, 50
1, 21698978, 3, 101, 6451
1, 21698978, 5, 173, 2176
1, 21698978, 15, 690, 1992
1, 21698978, 140, 180407, 286
1, 21698978, 120, 11459, 288
